idx	Organ_system	ICDCode	ICDCodeDescription
3416	renal	D63.1	Anemia in chronic kidney disease
3417	renal	E08.21	Diabetes mellitus due to underlying condition with diabetic nephropathy
3418	renal	E08.22	Diabetes mellitus due to underlying condition with diabetic chronic kidney disease
3419	renal	E08.29	Diabetes mellitus due to underlying condition with other diabetic kidney complication
3420	renal	E09.21	Drug or chemical induced diabetes mellitus with diabetic nephropathy
3421	renal	E09.22	Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease
3422	renal	E09.29	Drug or chemical induced diabetes mellitus with other diabetic kidney complication
3423	renal	E10.21	Type 1 diabetes mellitus with diabetic nephropathy
3424	renal	E10.22	Type 1 diabetes mellitus with diabetic chronic kidney disease
3425	renal	E10.29	Type 1 diabetes mellitus with other diabetic kidney complication
3426	renal	E11.21	Type 2 diabetes mellitus with diabetic nephropathy
3427	renal	E11.22	Type 2 diabetes mellitus with diabetic chronic kidney disease
3428	renal	E11.29	Type 2 diabetes mellitus with other diabetic kidney complication
3429	renal	E13.21	Other specified diabetes mellitus with diabetic nephropathy
3430	renal	E13.22	Other specified diabetes mellitus with diabetic chronic kidney disease
3431	renal	E13.29	Other specified diabetes mellitus with other diabetic kidney complication
3432	renal	I11.0	Hypertensive heart disease with heart failure
3433	renal	I12.0	Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease
3434	renal	I12.9	Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
3435	renal	I13.0	Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
3436	renal	I13.10	Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
3437	renal	I13.11	Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease
3438	renal	I13.2	Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease
3439	renal	N00.0	Acute nephritic syndrome with minor glomerular abnormality
3440	renal	N00.1	Acute nephritic syndrome with focal and segmental glomerular lesions
3441	renal	N00.2	Acute nephritic syndrome with diffuse membranous glomerulonephritis
3442	renal	N00.3	Acute nephritic syndrome with diffuse mesangial proliferative glomerulonephritis
3443	renal	N00.4	Acute nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis
3444	renal	N00.5	Acute nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
3445	renal	N00.6	Acute nephritic syndrome with dense deposit disease
3446	renal	N00.7	Acute nephritic syndrome with diffuse crescentic glomerulonephritis
3447	renal	N00.8	Acute nephritic syndrome with other morphologic changes
3448	renal	N00.9	Acute nephritic syndrome with unspecified morphologic changes
3449	renal	N01.0	Rapidly progressive nephritic syndrome with minor glomerular abnormality
3450	renal	N01.1	Rapidly progressive nephritic syndrome with focal and segmental glomerular lesions
3451	renal	N01.2	Rapidly progressive nephritic syndrome with diffuse membranous glomerulonephritis
3452	renal	N01.3	Rapidly progressive nephritic syndrome with diffuse mesangial proliferative glomerulonephritis
3453	renal	N01.4	Rapidly progressive nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis
3454	renal	N01.5	Rapidly progressive nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
3455	renal	N01.6	Rapidly progressive nephritic syndrome with dense deposit disease
3456	renal	N01.7	Rapidly progressive nephritic syndrome with diffuse crescentic glomerulonephritis
3457	renal	N01.8	Rapidly progressive nephritic syndrome with other morphologic changes
3458	renal	N01.9	Rapidly progressive nephritic syndrome with unspecified morphologic changes
3459	renal	N02.0	Recurrent and persistent hematuria with minor glomerular abnormality
3460	renal	N02.1	Recurrent and persistent hematuria with focal and segmental glomerular lesions
3461	renal	N02.2	Recurrent and persistent hematuria with diffuse membranous glomerulonephritis
3462	renal	N02.3	Recurrent and persistent hematuria with diffuse mesangial proliferative glomerulonephritis
3463	renal	N02.4	Recurrent and persistent hematuria with diffuse endocapillary proliferative glomerulonephritis
3464	renal	N02.5	Recurrent and persistent hematuria with diffuse mesangiocapillary glomerulonephritis
3465	renal	N02.6	Recurrent and persistent hematuria with dense deposit disease
3466	renal	N02.7	Recurrent and persistent hematuria with diffuse crescentic glomerulonephritis
3467	renal	N02.8	Recurrent and persistent hematuria with other morphologic changes
3468	renal	N02.9	Recurrent and persistent hematuria with unspecified morphologic changes
3469	renal	N03.0	Chronic nephritic syndrome with minor glomerular abnormality
3470	renal	N03.1	Chronic nephritic syndrome with focal and segmental glomerular lesions
3471	renal	N03.2	Chronic nephritic syndrome with diffuse membranous glomerulonephritis
3472	renal	N03.3	Chronic nephritic syndrome with diffuse mesangial proliferative glomerulonephritis
3473	renal	N03.4	Chronic nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis
3474	renal	N03.5	Chronic nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
3475	renal	N03.6	Chronic nephritic syndrome with dense deposit disease
3476	renal	N03.7	Chronic nephritic syndrome with diffuse crescentic glomerulonephritis
3477	renal	N03.8	Chronic nephritic syndrome with other morphologic changes
3478	renal	N03.9	Chronic nephritic syndrome with unspecified morphologic changes
3479	renal	N04.0	Nephrotic syndrome with minor glomerular abnormality
3480	renal	N04.1	Nephrotic syndrome with focal and segmental glomerular lesions
3481	renal	N04.2	Nephrotic syndrome with diffuse membranous glomerulonephritis
3482	renal	N04.3	Nephrotic syndrome with diffuse mesangial proliferative glomerulonephritis
3483	renal	N04.4	Nephrotic syndrome with diffuse endocapillary proliferative glomerulonephritis
3484	renal	N04.5	Nephrotic syndrome with diffuse mesangiocapillary glomerulonephritis
3485	renal	N04.6	Nephrotic syndrome with dense deposit disease
3486	renal	N04.7	Nephrotic syndrome with diffuse crescentic glomerulonephritis
3487	renal	N04.8	Nephrotic syndrome with other morphologic changes
3488	renal	N04.9	Nephrotic syndrome with unspecified morphologic changes
3489	renal	N05.0	Unspecified nephritic syndrome with minor glomerular abnormality
3490	renal	N05.1	Unspecified nephritic syndrome with focal and segmental glomerular lesions
3491	renal	N05.2	Unspecified nephritic syndrome with diffuse membranous glomerulonephritis
3492	renal	N05.3	Unspecified nephritic syndrome with diffuse mesangial proliferative glomerulonephritis
3493	renal	N05.4	Unspecified nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis
3494	renal	N05.5	Unspecified nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
3495	renal	N05.6	Unspecified nephritic syndrome with dense deposit disease
3496	renal	N05.7	Unspecified nephritic syndrome with diffuse crescentic glomerulonephritis
3497	renal	N05.8	Unspecified nephritic syndrome with other morphologic changes
3498	renal	N05.9	Unspecified nephritic syndrome with unspecified morphologic changes
3499	renal	N06.0	Isolated proteinuria with minor glomerular abnormality
3500	renal	N06.1	Isolated proteinuria with focal and segmental glomerular lesions
3501	renal	N06.2	Isolated proteinuria with diffuse membranous glomerulonephritis
3502	renal	N06.3	Isolated proteinuria with diffuse mesangial proliferative glomerulonephritis
3503	renal	N06.4	Isolated proteinuria with diffuse endocapillary proliferative glomerulonephritis
3504	renal	N06.5	Isolated proteinuria with diffuse mesangiocapillary glomerulonephritis
3505	renal	N06.6	Isolated proteinuria with dense deposit disease
3506	renal	N06.7	Isolated proteinuria with diffuse crescentic glomerulonephritis
3507	renal	N06.8	Isolated proteinuria with other morphologic lesion
3508	renal	N06.9	Isolated proteinuria with unspecified morphologic lesion
3509	renal	N07.0	Hereditary nephropathy, not elsewhere classified with minor glomerular abnormality
3510	renal	N07.1	Hereditary nephropathy, not elsewhere classified with focal and segmental glomerular lesions
3511	renal	N07.2	Hereditary nephropathy, not elsewhere classified with diffuse membranous glomerulonephritis
3512	renal	N07.3	Hereditary nephropathy, not elsewhere classified with diffuse mesangial proliferative glomerulonephritis
3513	renal	N07.4	Hereditary nephropathy, not elsewhere classified with diffuse endocapillary proliferative glomerulonephritis
3514	renal	N07.5	Hereditary nephropathy, not elsewhere classified with diffuse mesangiocapillary glomerulonephritis
3515	renal	N07.6	Hereditary nephropathy, not elsewhere classified with dense deposit disease
3516	renal	N07.7	Hereditary nephropathy, not elsewhere classified with diffuse crescentic glomerulonephritis
3517	renal	N07.8	Hereditary nephropathy, not elsewhere classified with other morphologic lesions
3518	renal	N07.9	Hereditary nephropathy, not elsewhere classified with unspecified morphologic lesions
3519	renal	N08.	Glomerular disorders in diseases classified elsewhere
3520	renal	N13.0	Hydronephrosis with ureteropelvic junction obstruction
3521	renal	N13.1	Hydronephrosis with ureteral stricture, not elsewhere classified
3522	renal	N13.2	Hydronephrosis with renal and ureteral calculous obstruction
3523	renal	N13.30	Unspecified hydronephrosis
3524	renal	N13.39	Other hydronephrosis
3525	renal	N13.4	Hydroureter
3526	renal	N13.5	Crossing vessel and stricture of ureter without hydronephrosis
3527	renal	N13.8	Other obstructive and reflux uropathy
3528	renal	N13.9	Obstructive and reflux uropathy, unspecified
3529	renal	N14.0	Analgesic nephropathy
3530	renal	N14.1	Nephropathy induced by other drugs, medicaments and biological substances
3531	renal	N14.2	Nephropathy induced by unspecified drug, medicament or biological substance
3532	renal	N14.3	Nephropathy induced by heavy metals
3533	renal	N14.4	Toxic nephropathy, not elsewhere classified
3534	renal	N15.0	Balkan nephropathy
3535	renal	N15.8	Other specified renal tubulo-interstitial diseases
3536	renal	N15.9	Renal tubulo-interstitial disease, unspecified
3537	renal	N16.	Renal tubulo-interstitial disorders in diseases classified elsewhere
3538	renal	N17.0	Acute kidney failure with tubular necrosis
3539	renal	N17.1	Acute kidney failure with acute cortical necrosis
3540	renal	N17.2	Acute kidney failure with medullary necrosis
3541	renal	N17.8	Other acute kidney failure
3542	renal	N17.9	Acute kidney failure, unspecified
3543	renal	N18.1	Chronic kidney disease, stage 1
3544	renal	N18.2	Chronic kidney disease, stage 2 (mild)
3545	renal	N18.3	Chronic kidney disease, stage 3 (moderate)
3546	renal	N18.30	Chronic kidney disease, stage 3 unspecified
3547	renal	N18.31	Chronic kidney disease, stage 3a
3548	renal	N18.32	Chronic kidney disease, stage 3b
3549	renal	N18.4	Chronic kidney disease, stage 4 (severe)
3550	renal	N18.5	Chronic kidney disease, stage 5
3551	renal	N18.6	End stage renal disease
3552	renal	N18.9	Chronic kidney disease, unspecified
3553	renal	N19.	Unspecified kidney failure
3554	renal	N20.0	Calculus of kidney
3555	renal	N20.1	Calculus of ureter
3556	renal	N20.2	Calculus of kidney with calculus of ureter
3557	renal	N20.9	Urinary calculus, unspecified
3558	renal	N21.0	Calculus in bladder
3559	renal	N21.1	Calculus in urethra
3560	renal	N21.8	Other lower urinary tract calculus
3561	renal	N21.9	Calculus of lower urinary tract, unspecified
3562	renal	N22.	Calculus of urinary tract in diseases classified elsewhere
3563	renal	N23.	Unspecified renal colic
3564	renal	N25.0	Renal osteodystrophy
3565	renal	N25.1	Nephrogenic diabetes insipidus
3566	renal	N25.81	Secondary hyperparathyroidism of renal origin
3567	renal	N25.89	Other disorders resulting from impaired renal tubular function
3568	renal	N25.9	Disorder resulting from impaired renal tubular function, unspecified
3569	renal	N26.1	Atrophy of kidney (terminal)
3570	renal	N26.2	Page kidney
3571	renal	N26.9	Renal sclerosis, unspecified
3572	renal	N27.0	Small kidney, unilateral
3573	renal	N27.1	Small kidney, bilateral
3574	renal	N27.9	Small kidney, unspecified
3575	renal	N28.0	Ischemia and infarction of kidney
3576	renal	N28.1	Cyst of kidney, acquired
3577	renal	N28.81	Hypertrophy of kidney
3578	renal	N28.82	Megaloureter
3579	renal	N28.83	Nephroptosis
3580	renal	N28.84	Pyelitis cystica
3581	renal	N28.85	Pyeloureteritis cystica
3582	renal	N28.86	Ureteritis cystica
3583	renal	N28.89	Other specified disorders of kidney and ureter
3584	renal	N28.9	Disorder of kidney and ureter, unspecified
3585	renal	N29.	Other disorders of kidney and ureter in diseases classified elsewhere
3586	renal	N99.0	Postprocedural (acute) (chronic) kidney failure
3587	renal	O10.211	Pre-existing hypertensive chronic kidney disease complicating pregnancy, first trimester
3588	renal	O10.212	Pre-existing hypertensive chronic kidney disease complicating pregnancy, second trimester
3589	renal	O10.213	Pre-existing hypertensive chronic kidney disease complicating pregnancy, third trimester
3590	renal	O10.219	Pre-existing hypertensive chronic kidney disease complicating pregnancy, unspecified trimester
3591	renal	O10.22	Pre-existing hypertensive chronic kidney disease complicating childbirth
3592	renal	O10.23	Pre-existing hypertensive chronic kidney disease complicating the puerperium
3593	renal	O10.311	Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, first trimester
3594	renal	O10.312	Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, second trimester
3595	renal	O10.313	Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, third trimester
3596	renal	O10.32	Pre-existing hypertensive heart and chronic kidney disease complicating childbirth
3597	renal	O10.33	Pre-existing hypertensive heart and chronic kidney disease complicating the puerperium
3598	renal	R88.0	Cloudy (hemodialysis) (peritoneal) dialysis effluent
3599	renal	S37.001A	Unspecified injury of right kidney, initial encounter
3600	renal	S37.001D	Unspecified injury of right kidney, subsequent encounter
3601	renal	S37.001S	Unspecified injury of right kidney, sequela
3602	renal	S37.002A	Unspecified injury of left kidney, initial encounter
3603	renal	S37.002D	Unspecified injury of left kidney, subsequent encounter
3604	renal	S37.002S	Unspecified injury of left kidney, sequela
3605	renal	S37.009A	Unspecified injury of unspecified kidney, initial encounter
3606	renal	S37.009D	Unspecified injury of unspecified kidney, subsequent encounter
3607	renal	S37.009S	Unspecified injury of unspecified kidney, sequela
3608	renal	S37.011A	Minor contusion of right kidney, initial encounter
3609	renal	S37.011D	Minor contusion of right kidney, subsequent encounter
